,YEAR,MONTH,DAY,HOUR
137,2020,8,7,8
138,2020,8,7,8
139,2020,8,7,8
140,2020,8,7,9
141,2020,8,7,9
142,2020,8,7,10
143,2020,8,7,10
144,2020,8,7,10
145,2020,8,7,10
146,2020,8,7,10
147,2020,8,7,11
148,2020,8,7,11
149,2020,8,7,12
150,2020,8,7,12
151,2020,8,7,12
152,2020,8,7,12
153,2020,8,7,12
154,2020,8,7,12
155,2020,8,7,12
156,2020,8,7,12
157,2020,8,7,12
158,2020,8,7,12
159,2020,8,7,12
160,2020,8,7,13
161,2020,8,7,14
162,2020,8,7,14
163,2020,8,7,14
164,2020,8,7,14
165,2020,8,7,15
166,2020,8,7,15
167,2020,8,7,15
168,2020,8,7,15
169,2020,8,7,15
170,2020,8,7,16
171,2020,8,7,16
172,2020,8,7,16
173,2020,8,7,17
174,2020,8,7,8
175,2020,8,7,8
176,2020,8,7,8
177,2020,8,7,8
178,2020,8,7,8
179,2020,8,7,9
180,2020,8,7,9
181,2020,8,7,9
182,2020,8,7,9
183,2020,8,7,9
184,2020,8,7,9
185,2020,8,7,9
186,2020,8,7,9
187,2020,8,7,9
188,2020,8,7,9
189,2020,8,7,9
190,2020,8,7,9
191,2020,8,7,9
192,2020,8,7,10
193,2020,8,7,10
194,2020,8,7,10
195,2020,8,7,10
196,2020,8,7,10
197,2020,8,7,10
198,2020,8,7,10
199,2020,8,7,10
200,2020,8,7,10
201,2020,8,7,10
202,2020,8,7,10
203,2020,8,7,10
204,2020,8,7,10
205,2020,8,7,10
206,2020,8,7,11
207,2020,8,7,11
208,2020,8,7,11
209,2020,8,7,11
210,2020,8,7,11
211,2020,8,7,11
212,2020,8,7,12
213,2020,8,7,12
214,2020,8,7,12
215,2020,8,7,12
216,2020,8,7,14
217,2020,8,7,14
218,2020,8,7,14
219,2020,8,7,14
220,2020,8,7,14
221,2020,8,7,14
222,2020,8,7,15
223,2020,8,7,15
224,2020,8,7,15
225,2020,8,7,15
226,2020,8,7,15
227,2020,8,7,15
228,2020,8,7,16
229,2020,8,7,16
230,2020,8,7,16
231,2020,8,7,16
232,2020,8,7,16
233,2020,8,7,16
234,2020,8,7,16
235,2020,8,7,16
236,2020,8,7,16
237,2020,8,7,16
238,2020,8,7,16
239,2020,8,7,16
240,2020,8,7,16
241,2020,8,7,17
242,2020,8,7,10
243,2020,8,7,11
244,2020,8,7,11
245,2020,8,7,13
246,2020,8,7,8
247,2020,8,7,8
248,2020,8,7,9
249,2020,8,7,9
250,2020,8,7,9
251,2020,8,7,9
252,2020,8,7,9
253,2020,8,7,10
254,2020,8,7,10
255,2020,8,7,10
256,2020,8,7,10
257,2020,8,7,10
258,2020,8,7,10
259,2020,8,7,11
260,2020,8,7,12
261,2020,8,7,15
262,2020,8,7,15
263,2020,8,7,15
264,2020,8,7,15
265,2020,8,7,16
266,2020,8,7,16
267,2020,8,7,16
268,2020,8,7,16
269,2020,8,7,17
270,2020,8,7,8
271,2020,8,7,8
272,2020,8,7,8
273,2020,8,7,8
274,2020,8,7,8
275,2020,8,7,8
276,2020,8,7,8
277,2020,8,7,8
278,2020,8,7,8
279,2020,8,7,8
280,2020,8,7,8
281,2020,8,7,8
282,2020,8,7,8
283,2020,8,7,8
284,2020,8,7,8
285,2020,8,7,8
286,2020,8,7,8
287,2020,8,7,8
288,2020,8,7,8
289,2020,8,7,8
290,2020,8,7,8
291,2020,8,7,8
292,2020,8,7,8
293,2020,8,7,9
294,2020,8,7,9
295,2020,8,7,9
296,2020,8,7,9
297,2020,8,7,9
298,2020,8,7,9
299,2020,8,7,9
300,2020,8,7,9
301,2020,8,7,9
302,2020,8,7,9
303,2020,8,7,9
304,2020,8,7,10
305,2020,8,7,10
306,2020,8,7,10
307,2020,8,7,10
308,2020,8,7,10
309,2020,8,7,10
310,2020,8,7,10
311,2020,8,7,10
312,2020,8,7,10
313,2020,8,7,10
314,2020,8,7,10
315,2020,8,7,10
316,2020,8,7,10
317,2020,8,7,10
318,2020,8,7,10
319,2020,8,7,10
320,2020,8,7,10
321,2020,8,7,11
322,2020,8,7,11
323,2020,8,7,11
324,2020,8,7,11
325,2020,8,7,11
326,2020,8,7,11
327,2020,8,7,11
328,2020,8,7,11
329,2020,8,7,11
330,2020,8,7,12
331,2020,8,7,12
332,2020,8,7,12
333,2020,8,7,12
334,2020,8,7,12
335,2020,8,7,12
336,2020,8,7,12
337,2020,8,7,12
338,2020,8,7,12
339,2020,8,7,12
340,2020,8,7,13
341,2020,8,7,13
342,2020,8,7,13
343,2020,8,7,14
344,2020,8,7,14
345,2020,8,7,14
346,2020,8,7,14
347,2020,8,7,14
348,2020,8,7,14
349,2020,8,7,14
350,2020,8,7,15
351,2020,8,7,15
352,2020,8,7,15
353,2020,8,7,15
354,2020,8,7,15
355,2020,8,7,15
356,2020,8,7,15
357,2020,8,7,15
358,2020,8,7,15
359,2020,8,7,16
360,2020,8,7,16
361,2020,8,7,16
362,2020,8,7,16
363,2020,8,7,16
364,2020,8,7,16
365,2020,8,7,16
366,2020,8,7,16
367,2020,8,7,16
368,2020,8,7,16
369,2020,8,7,16
370,2020,8,7,17
371,2020,8,10,8
372,2020,8,10,8
373,2020,8,10,8
374,2020,8,10,8
375,2020,8,10,8
376,2020,8,10,8
377,2020,8,10,8
378,2020,8,10,8
379,2020,8,10,8
380,2020,8,10,8
381,2020,8,10,8
382,2020,8,10,8
383,2020,8,10,8
384,2020,8,10,8
385,2020,8,10,8
386,2020,8,10,8
387,2020,8,10,8
388,2020,8,10,8
389,2020,8,10,8
390,2020,8,10,8
391,2020,8,10,8
392,2020,8,10,8
393,2020,8,10,8
394,2020,8,10,8
395,2020,8,10,8
396,2020,8,10,8
397,2020,8,10,8
398,2020,8,10,8
399,2020,8,10,8
400,2020,8,10,8
401,2020,8,10,8
402,2020,8,10,8
403,2020,8,10,8
404,2020,8,10,8
405,2020,8,10,8
406,2020,8,10,8
407,2020,8,10,8
408,2020,8,10,8
409,2020,8,10,8
410,2020,8,10,8
411,2020,8,10,8
412,2020,8,10,8
413,2020,8,10,8
414,2020,8,10,8
415,2020,8,10,8
416,2020,8,10,9
417,2020,8,10,9
418,2020,8,10,9
419,2020,8,10,9
420,2020,8,10,9
421,2020,8,10,9
422,2020,8,10,9
423,2020,8,10,9
424,2020,8,10,9
425,2020,8,10,9
426,2020,8,10,9
427,2020,8,10,9
428,2020,8,10,9
429,2020,8,10,9
430,2020,8,10,9
431,2020,8,10,9
432,2020,8,10,9
433,2020,8,10,9
434,2020,8,10,9
435,2020,8,10,9
436,2020,8,10,9
437,2020,8,10,9
438,2020,8,10,9
439,2020,8,10,9
440,2020,8,10,10
441,2020,8,10,10
442,2020,8,10,10
443,2020,8,10,10
444,2020,8,10,10
445,2020,8,10,10
446,2020,8,10,10
447,2020,8,10,10
448,2020,8,10,10
449,2020,8,10,10
450,2020,8,10,10
451,2020,8,10,10
452,2020,8,10,10
453,2020,8,10,10
454,2020,8,10,10
455,2020,8,10,10
456,2020,8,10,10
457,2020,8,10,10
458,2020,8,10,10
459,2020,8,10,10
460,2020,8,10,10
461,2020,8,10,10
462,2020,8,10,10
463,2020,8,10,10
464,2020,8,10,10
465,2020,8,10,10
466,2020,8,10,10
467,2020,8,10,11
468,2020,8,10,11
469,2020,8,10,11
470,2020,8,10,11
471,2020,8,10,11
472,2020,8,10,11
473,2020,8,10,11
474,2020,8,10,11
475,2020,8,10,11
476,2020,8,10,11
477,2020,8,10,11
478,2020,8,10,11
479,2020,8,10,12
480,2020,8,10,12
481,2020,8,10,12
482,2020,8,10,12
483,2020,8,10,12
484,2020,8,10,12
485,2020,8,10,12
486,2020,8,10,12
487,2020,8,10,12
488,2020,8,10,12
489,2020,8,10,12
490,2020,8,10,12
491,2020,8,10,12
492,2020,8,10,12
493,2020,8,10,13
494,2020,8,10,13
495,2020,8,10,13
496,2020,8,10,13
497,2020,8,10,13
498,2020,8,10,13
499,2020,8,10,13
500,2020,8,10,13
501,2020,8,10,13
502,2020,8,10,13
503,2020,8,10,13
504,2020,8,10,13
505,2020,8,10,14
506,2020,8,10,14
507,2020,8,10,14
508,2020,8,10,14
509,2020,8,10,14
510,2020,8,10,14
511,2020,8,10,14
512,2020,8,10,14
513,2020,8,10,14
514,2020,8,10,14
515,2020,8,10,14
516,2020,8,10,14
517,2020,8,10,14
518,2020,8,10,14
519,2020,8,10,14
520,2020,8,10,14
521,2020,8,10,14
522,2020,8,10,15
523,2020,8,10,15
524,2020,8,10,15
525,2020,8,10,15
526,2020,8,10,15
527,2020,8,10,15
528,2020,8,10,15
529,2020,8,10,15
530,2020,8,10,15
531,2020,8,10,15
532,2020,8,10,15
533,2020,8,10,15
534,2020,8,10,15
535,2020,8,10,15
536,2020,8,10,15
537,2020,8,10,15
538,2020,8,10,15
539,2020,8,10,15
540,2020,8,10,16
541,2020,8,10,16
542,2020,8,10,16
543,2020,8,10,16
544,2020,8,10,16
545,2020,8,10,16
546,2020,8,10,16
547,2020,8,10,16
548,2020,8,10,16
549,2020,8,10,16
550,2020,8,10,16
551,2020,8,10,16
552,2020,8,10,16
553,2020,8,10,16
554,2020,8,10,8
555,2020,8,10,8
556,2020,8,10,8
557,2020,8,10,8
558,2020,8,10,8
559,2020,8,10,9
560,2020,8,10,9
561,2020,8,10,9
562,2020,8,10,9
563,2020,8,10,9
564,2020,8,10,9
565,2020,8,10,9
566,2020,8,10,9
567,2020,8,10,9
568,2020,8,10,9
569,2020,8,10,9
570,2020,8,10,10
571,2020,8,10,10
572,2020,8,10,10
573,2020,8,10,10
574,2020,8,10,10
575,2020,8,10,10
576,2020,8,10,10
577,2020,8,10,10
578,2020,8,10,10
579,2020,8,10,10
580,2020,8,10,11
581,2020,8,10,11
582,2020,8,10,11
583,2020,8,10,11
584,2020,8,10,11
585,2020,8,10,11
586,2020,8,10,12
587,2020,8,10,12
588,2020,8,10,12
589,2020,8,10,12
590,2020,8,10,12
591,2020,8,10,12
592,2020,8,10,12
593,2020,8,10,12
594,2020,8,10,12
595,2020,8,10,12
596,2020,8,10,12
597,2020,8,10,12
598,2020,8,10,12
599,2020,8,10,12
600,2020,8,10,12
601,2020,8,10,12
602,2020,8,10,12
603,2020,8,10,12
604,2020,8,10,12
605,2020,8,10,12
606,2020,8,10,13
607,2020,8,10,13
608,2020,8,10,14
609,2020,8,10,14
610,2020,8,10,14
611,2020,8,10,14
612,2020,8,10,14
613,2020,8,10,15
614,2020,8,10,15
615,2020,8,10,15
616,2020,8,10,15
617,2020,8,10,16
618,2020,8,10,16
619,2020,8,10,16
620,2020,8,10,8
621,2020,8,10,8
622,2020,8,10,8
623,2020,8,10,8
624,2020,8,10,8
625,2020,8,10,8
626,2020,8,10,8
627,2020,8,10,9
628,2020,8,10,9
629,2020,8,10,9
630,2020,8,10,9
631,2020,8,10,9
632,2020,8,10,9
633,2020,8,10,9
634,2020,8,10,9
635,2020,8,10,10
636,2020,8,10,10
637,2020,8,10,10
638,2020,8,10,10
639,2020,8,10,10
640,2020,8,10,10
641,2020,8,10,10
642,2020,8,10,10
643,2020,8,10,10
644,2020,8,10,10
645,2020,8,10,10
646,2020,8,10,10
647,2020,8,10,10
648,2020,8,10,10
649,2020,8,10,10
650,2020,8,10,10
651,2020,8,10,10
652,2020,8,10,12
653,2020,8,10,12
654,2020,8,10,12
655,2020,8,10,12
656,2020,8,10,12
657,2020,8,10,12
658,2020,8,10,12
659,2020,8,10,12
660,2020,8,10,12
661,2020,8,10,13
662,2020,8,10,13
663,2020,8,10,13
664,2020,8,10,13
665,2020,8,10,13
666,2020,8,10,13
667,2020,8,10,13
668,2020,8,10,13
669,2020,8,10,13
670,2020,8,10,13
671,2020,8,10,13
672,2020,8,10,13
673,2020,8,10,13
674,2020,8,10,13
675,2020,8,10,13
676,2020,8,10,13
677,2020,8,10,13
678,2020,8,10,13
679,2020,8,10,13
680,2020,8,10,13
681,2020,8,10,14
682,2020,8,10,14
683,2020,8,10,14
684,2020,8,10,14
685,2020,8,10,14
686,2020,8,10,14
687,2020,8,10,14
688,2020,8,10,14
689,2020,8,10,14
690,2020,8,10,14
691,2020,8,10,14
692,2020,8,10,14
693,2020,8,10,14
694,2020,8,10,14
695,2020,8,10,14
696,2020,8,10,14
697,2020,8,10,14
698,2020,8,10,14
699,2020,8,10,14
700,2020,8,10,14
701,2020,8,10,14
702,2020,8,10,14
703,2020,8,10,15
704,2020,8,10,15
705,2020,8,10,15
706,2020,8,10,15
707,2020,8,10,15
708,2020,8,10,15
709,2020,8,10,15
710,2020,8,10,15
711,2020,8,10,15
712,2020,8,10,15
713,2020,8,10,16
714,2020,8,10,16
715,2020,8,10,16
716,2020,8,10,16
717,2020,8,10,16
718,2020,8,10,16
719,2020,8,10,16
720,2020,8,10,16
721,2020,8,10,16
722,2020,8,10,16
723,2020,8,10,16
724,2020,8,10,16
725,2020,8,10,16
726,2020,8,10,16
727,2020,8,10,16
728,2020,8,10,16
729,2020,8,10,16
730,2020,8,10,16
731,2020,8,10,16
732,2020,8,10,16
733,2020,8,10,17
734,2020,8,10,17
735,2020,8,10,17
736,2020,8,10,11
737,2020,8,10,13
738,2020,8,10,14
739,2020,8,10,15
740,2020,8,10,15
741,2020,8,10,16
742,2020,8,10,8
743,2020,8,10,8
744,2020,8,10,8
745,2020,8,10,8
746,2020,8,10,8
747,2020,8,10,8
748,2020,8,10,9
749,2020,8,10,9
750,2020,8,10,9
751,2020,8,10,10
752,2020,8,10,10
753,2020,8,10,10
754,2020,8,10,10
755,2020,8,10,10
756,2020,8,10,10
757,2020,8,10,10
758,2020,8,10,11
759,2020,8,10,11
760,2020,8,10,11
761,2020,8,10,11
762,2020,8,10,12
763,2020,8,10,12
764,2020,8,10,13
765,2020,8,10,13
766,2020,8,10,13
767,2020,8,10,14
768,2020,8,10,14
769,2020,8,10,14
770,2020,8,10,14
771,2020,8,10,14
772,2020,8,10,14
773,2020,8,10,15
774,2020,8,10,15
775,2020,8,10,15
776,2020,8,10,15
777,2020,8,10,15
778,2020,8,10,16
779,2020,8,10,16
780,2020,8,10,8
781,2020,8,10,8
782,2020,8,10,8
783,2020,8,10,8
784,2020,8,10,8
785,2020,8,10,8
786,2020,8,10,8
787,2020,8,10,8
788,2020,8,10,8
789,2020,8,10,8
790,2020,8,10,8
791,2020,8,10,8
792,2020,8,10,8
793,2020,8,10,8
794,2020,8,10,8
795,2020,8,10,8
796,2020,8,10,8
797,2020,8,10,8
798,2020,8,10,8
799,2020,8,10,8
800,2020,8,10,8
801,2020,8,10,8
802,2020,8,10,8
803,2020,8,10,8
804,2020,8,10,8
805,2020,8,10,8
806,2020,8,10,8
807,2020,8,10,8
808,2020,8,10,8
809,2020,8,10,8
810,2020,8,10,8
811,2020,8,10,8
812,2020,8,10,8
813,2020,8,10,8
814,2020,8,10,8
815,2020,8,10,8
816,2020,8,10,9
817,2020,8,10,9
818,2020,8,10,9
819,2020,8,10,9
820,2020,8,10,9
821,2020,8,10,9
822,2020,8,10,9
823,2020,8,10,9
824,2020,8,10,9
825,2020,8,10,9
826,2020,8,10,9
827,2020,8,10,9
828,2020,8,10,9
829,2020,8,10,9
830,2020,8,10,9
831,2020,8,10,10
832,2020,8,10,10
833,2020,8,10,10
834,2020,8,10,10
835,2020,8,10,10
836,2020,8,10,10
837,2020,8,10,10
838,2020,8,10,10
839,2020,8,10,10
840,2020,8,10,10
841,2020,8,10,10
842,2020,8,10,10
843,2020,8,10,10
844,2020,8,10,10
845,2020,8,10,10
846,2020,8,10,10
847,2020,8,10,10
848,2020,8,10,10
849,2020,8,10,10
850,2020,8,10,10
851,2020,8,10,11
852,2020,8,10,11
853,2020,8,10,11
854,2020,8,10,11
855,2020,8,10,11
856,2020,8,10,11
857,2020,8,10,11
858,2020,8,10,11
859,2020,8,10,11
860,2020,8,10,12
861,2020,8,10,12
862,2020,8,10,12
863,2020,8,10,12
864,2020,8,10,12
865,2020,8,10,12
866,2020,8,10,12
867,2020,8,10,12
868,2020,8,10,12
869,2020,8,10,12
870,2020,8,10,12
871,2020,8,10,12
872,2020,8,10,12
873,2020,8,10,12
874,2020,8,10,13
875,2020,8,10,13
876,2020,8,10,13
877,2020,8,10,13
878,2020,8,10,13
879,2020,8,10,13
880,2020,8,10,14
881,2020,8,10,14
882,2020,8,10,14
883,2020,8,10,14
884,2020,8,10,14
885,2020,8,10,14
886,2020,8,10,14
887,2020,8,10,14
888,2020,8,10,14
889,2020,8,10,14
890,2020,8,10,14
891,2020,8,10,14
892,2020,8,10,15
893,2020,8,10,15
894,2020,8,10,15
895,2020,8,10,15
896,2020,8,10,15
897,2020,8,10,15
898,2020,8,10,15
899,2020,8,10,15
900,2020,8,10,15
901,2020,8,10,15
902,2020,8,10,15
903,2020,8,10,15
904,2020,8,10,15
905,2020,8,10,16
906,2020,8,10,16
907,2020,8,10,16
908,2020,8,10,16
909,2020,8,10,16
910,2020,8,10,16
911,2020,8,10,16
912,2020,8,10,16
913,2020,8,10,16
914,2020,8,10,16
915,2020,8,10,16
916,2020,8,10,16
917,2020,8,10,16
918,2020,8,10,12
919,2020,8,10,15
920,2020,8,11,8
921,2020,8,11,8
922,2020,8,11,8
923,2020,8,11,8
924,2020,8,11,8
925,2020,8,11,8
926,2020,8,11,8
927,2020,8,11,8
928,2020,8,11,8
929,2020,8,11,8
930,2020,8,11,8
931,2020,8,11,8
932,2020,8,11,8
933,2020,8,11,8
934,2020,8,11,8
935,2020,8,11,8
936,2020,8,11,8
937,2020,8,11,8
938,2020,8,11,8
939,2020,8,11,8
940,2020,8,11,8
941,2020,8,11,8
942,2020,8,11,8
943,2020,8,11,8
944,2020,8,11,8
945,2020,8,11,8
946,2020,8,11,8
947,2020,8,11,8
948,2020,8,11,8
949,2020,8,11,8
950,2020,8,11,8
951,2020,8,11,8
952,2020,8,11,8
953,2020,8,11,8
954,2020,8,11,8
955,2020,8,11,8
956,2020,8,11,8
957,2020,8,11,8
958,2020,8,11,8
959,2020,8,11,8
960,2020,8,11,8
961,2020,8,11,8
962,2020,8,11,9
963,2020,8,11,9
964,2020,8,11,9
965,2020,8,11,9
966,2020,8,11,9
967,2020,8,11,9
968,2020,8,11,9
969,2020,8,11,9
970,2020,8,11,9
971,2020,8,11,9
972,2020,8,11,9
973,2020,8,11,9
974,2020,8,11,9
975,2020,8,11,9
976,2020,8,11,9
977,2020,8,11,9
978,2020,8,11,9
979,2020,8,11,9
980,2020,8,11,9
981,2020,8,11,9
982,2020,8,11,9
983,2020,8,11,9
984,2020,8,11,9
985,2020,8,11,9
986,2020,8,11,9
987,2020,8,11,9
988,2020,8,11,10
989,2020,8,11,10
990,2020,8,11,10
991,2020,8,11,10
992,2020,8,11,10
993,2020,8,11,10
994,2020,8,11,10
995,2020,8,11,10
996,2020,8,11,10
997,2020,8,11,10
998,2020,8,11,10
999,2020,8,11,10
1000,2020,8,11,10
1001,2020,8,11,10
1002,2020,8,11,10
1003,2020,8,11,10
1004,2020,8,11,10
1005,2020,8,11,10
1006,2020,8,11,10
1007,2020,8,11,10
1008,2020,8,11,10
1009,2020,8,11,10
1010,2020,8,11,10
1011,2020,8,11,10
1012,2020,8,11,10
1013,2020,8,11,10
1014,2020,8,11,10
1015,2020,8,11,10
1016,2020,8,11,10
1017,2020,8,11,10
1018,2020,8,11,10
1019,2020,8,11,10
1020,2020,8,11,10
1021,2020,8,11,11
1022,2020,8,11,11
1023,2020,8,11,11
1024,2020,8,11,11
1025,2020,8,11,11
1026,2020,8,11,11
1027,2020,8,11,11
1028,2020,8,11,11
1029,2020,8,11,11
1030,2020,8,11,11
1031,2020,8,11,11
1032,2020,8,11,11
1033,2020,8,11,11
1034,2020,8,11,11
1035,2020,8,11,11
1036,2020,8,11,11
1037,2020,8,11,11
1038,2020,8,11,11
1039,2020,8,11,11
1040,2020,8,11,11
1041,2020,8,11,11
1042,2020,8,11,11
1043,2020,8,11,11
1044,2020,8,11,11
1045,2020,8,11,11
1046,2020,8,11,12
1047,2020,8,11,12
1048,2020,8,11,12
1049,2020,8,11,12
1050,2020,8,11,12
1051,2020,8,11,12
1052,2020,8,11,12
1053,2020,8,11,12
1054,2020,8,11,13
1055,2020,8,11,13
1056,2020,8,11,13
1057,2020,8,11,13
1058,2020,8,11,13
1059,2020,8,11,13
1060,2020,8,11,13
1061,2020,8,11,13
1062,2020,8,11,13
1063,2020,8,11,13
1064,2020,8,11,13
1065,2020,8,11,13
1066,2020,8,11,13
1067,2020,8,11,13
1068,2020,8,11,14
1069,2020,8,11,14
1070,2020,8,11,14
1071,2020,8,11,14
1072,2020,8,11,14
1073,2020,8,11,14
1074,2020,8,11,15
1075,2020,8,11,15
1076,2020,8,11,15
1077,2020,8,11,15
1078,2020,8,11,15
1079,2020,8,11,15
1080,2020,8,11,15
1081,2020,8,11,15
1082,2020,8,11,15
1083,2020,8,11,15
1084,2020,8,11,15
1085,2020,8,11,15
1086,2020,8,11,15
1087,2020,8,11,15
1088,2020,8,11,15
1089,2020,8,11,15
1090,2020,8,11,15
1091,2020,8,11,16
1092,2020,8,11,16
1093,2020,8,11,16
1094,2020,8,11,16
1095,2020,8,11,16
1096,2020,8,11,16
1097,2020,8,11,16
1098,2020,8,11,16
1099,2020,8,11,16
1100,2020,8,11,8
1101,2020,8,11,8
1102,2020,8,11,8
1103,2020,8,11,8
1104,2020,8,11,8
1105,2020,8,11,8
1106,2020,8,11,9
1107,2020,8,11,9
1108,2020,8,11,9
1109,2020,8,11,9
1110,2020,8,11,9
1111,2020,8,11,9
1112,2020,8,11,10
1113,2020,8,11,10
1114,2020,8,11,10
1115,2020,8,11,10
1116,2020,8,11,10
1117,2020,8,11,10
1118,2020,8,11,10
1119,2020,8,11,10
1120,2020,8,11,10
1121,2020,8,11,10
1122,2020,8,11,11
1123,2020,8,11,11
1124,2020,8,11,11
1125,2020,8,11,11
1126,2020,8,11,11
1127,2020,8,11,11
1128,2020,8,11,11
1129,2020,8,11,11
1130,2020,8,11,11
1131,2020,8,11,11
1132,2020,8,11,11
1133,2020,8,11,11
1134,2020,8,11,12
1135,2020,8,11,12
1136,2020,8,11,13
1137,2020,8,11,13
1138,2020,8,11,13
1139,2020,8,11,13
1140,2020,8,11,13
1141,2020,8,11,13
1142,2020,8,11,13
1143,2020,8,11,15
1144,2020,8,11,15
1145,2020,8,11,15
1146,2020,8,11,15
1147,2020,8,11,15
1148,2020,8,11,16
1149,2020,8,11,16
1150,2020,8,11,16
1151,2020,8,11,8
1152,2020,8,11,8
1153,2020,8,11,8
1154,2020,8,11,8
1155,2020,8,11,8
1156,2020,8,11,8
1157,2020,8,11,8
1158,2020,8,11,8
1159,2020,8,11,8
1160,2020,8,11,8
1161,2020,8,11,8
1162,2020,8,11,8
1163,2020,8,11,8
1164,2020,8,11,8
1165,2020,8,11,8
1166,2020,8,11,8
1167,2020,8,11,8
1168,2020,8,11,8
1169,2020,8,11,8
1170,2020,8,11,8
1171,2020,8,11,8
1172,2020,8,11,9
1173,2020,8,11,9
1174,2020,8,11,9
1175,2020,8,11,9
1176,2020,8,11,9
1177,2020,8,11,9
1178,2020,8,11,9
1179,2020,8,11,9
1180,2020,8,11,9
1181,2020,8,11,9
1182,2020,8,11,9
1183,2020,8,11,9
1184,2020,8,11,9
1185,2020,8,11,9
1186,2020,8,11,9
1187,2020,8,11,9
1188,2020,8,11,9
1189,2020,8,11,10
1190,2020,8,11,10
1191,2020,8,11,10
1192,2020,8,11,10
1193,2020,8,11,10
1194,2020,8,11,10
1195,2020,8,11,10
1196,2020,8,11,10
1197,2020,8,11,10
1198,2020,8,11,10
1199,2020,8,11,10
1200,2020,8,11,10
1201,2020,8,11,10
1202,2020,8,11,10
1203,2020,8,11,10
1204,2020,8,11,10
1205,2020,8,11,10
1206,2020,8,11,10
1207,2020,8,11,10
1208,2020,8,11,10
1209,2020,8,11,10
1210,2020,8,11,10
1211,2020,8,11,10
1212,2020,8,11,10
1213,2020,8,11,10
1214,2020,8,11,10
1215,2020,8,11,10
1216,2020,8,11,10
1217,2020,8,11,10
1218,2020,8,11,10
1219,2020,8,11,11
1220,2020,8,11,11
1221,2020,8,11,11
1222,2020,8,11,11
1223,2020,8,11,11
1224,2020,8,11,11
1225,2020,8,11,11
1226,2020,8,11,11
1227,2020,8,11,11
1228,2020,8,11,11
1229,2020,8,11,11
1230,2020,8,11,11
1231,2020,8,11,11
1232,2020,8,11,11
1233,2020,8,11,11
1234,2020,8,11,11
1235,2020,8,11,11
1236,2020,8,11,11
1237,2020,8,11,11
1238,2020,8,11,11
1239,2020,8,11,11
1240,2020,8,11,11
1241,2020,8,11,11
1242,2020,8,11,11
1243,2020,8,11,11
1244,2020,8,11,11
1245,2020,8,11,11
